,Sentence,Score
i want to go out  **** holy smokes!,1.0930661322645292,1.0930661322645292
birthday bowling for fisch and me  http://twitpic.com/4wn29 i went to go check my phone for messages.,1.0930661322645292,1.0930661322645292
oh ok kool  keep me informed bout that checked ur paged its nice _,1.0933066132264528,1.0933066132264528
its a good tv show.  ,1.0933867735470941,1.0933867735470941
i can`t believe how fast this week has gone by  press `ctrl` on bottom right.,1.0934669338677354,1.0934669338677354
ok lol  i think we might do the same dates.,1.0934669338677354,1.0934669338677354
i don`t want to screw mine up  video is not available to us foreigners,1.0934669338677356,1.0934669338677356
mr. cade is home on the couch & i have lots to do today!  ,1.0937074148296593,1.0937074148296593
i love the hot30  i`ll use that for my next defense.,1.0937875751503006,1.0937875751503006
i hope it`s nothing too serious.  ,1.0937875751503006,1.0937875751503006
i want to go to the pub. boooo.  ,1.0938677354709418,1.0938677354709418
show some love to your beautiful and amazing mom!!  ,1.0939478957915831,1.0939478957915831
kritt gps location: http://bit.ly/spw5s here i am home from the mall  & got mommy`s gift for tomrrow platypuses are the only mammals that can lay eggs.,1.0940280561122244,1.0940280561122244
.25 cent hot dogs haha drew`s new songs make me cry.  ,1.0941082164328657,1.0941082164328657
can someone go get my diary from my flat for me  http://twitpic.com/66wxk - so jealous right,1.094188376753507,1.094188376753507
"http://blip.fm/~5ytke  i`ve always been pretty athletic, i especially love b-ball.",1.0941883767535074,1.0941883767535074
"lol      bella  hey, nice seeing you on saturday.",1.0944288577154309,1.0944288577154309
im just laying down relaxing  lol,1.0946693386773547,1.0946693386773547
"if everything goes well i`ll catch their reunion concert  and ooh, you changed your twitter name!",1.0946693386773547,1.0946693386773547
"oh wait, it did rock my life engaged may 1st to the best guy  i could not be happier!",1.0946693386773547,1.0946693386773547
sendai right now  idk,1.094749498997996,1.094749498997996
will cook a sumptuous lunch today  ,1.0948296593186373,1.0948296593186373
lol try painting it from the back  ,1.0949098196392786,1.0949098196392786
"coldstone with kayla and some fat guys, but she is all that matters  ummm.. sure!",1.0949098196392786,1.0949098196392786
just replay to me please  love you so much!!!,1.0949098196392786,1.0949098196392786
ian is waiting for a very important pic  ohhhh excellent song..,1.0949098196392786,1.0949098196392786
i wanna be drinking at the pub just got up  wheres the sun?,1.0949899799599196,1.0949899799599196
we will work on that mama  sweetdreams!,1.0949899799599199,1.0949899799599199
"selalu ada ruang untuk sahabat i had some work to do, but my wrist hurts too much to do any of it.  ",1.0949899799599199,1.0949899799599199
"well, at least you wont be late!  ",1.0950701402805612,1.0950701402805612
hahahahahaha  nah is next week honey ma fault for confusin u toy story 3! june 2010.,1.0950701402805612,1.0950701402805612
don`t get it its nice to have no assignments for the night  ,1.0951503006012024,1.0951503006012024
i think they are disgusting  wassup with u this morning.,1.0952304609218437,1.0952304609218437
yeaaa i just got the link off his lj last #ff  _diesel    _,1.0952304609218437,1.0952304609218437
that wee girl  it`s soo sad.,1.0953907815631263,1.0953907815631263
lol  lol.,1.0953907815631263,1.0953907815631263
"set that fox on him  my husband wears the same shirt all the time, think you can send some of that this way??",1.0953907815631263,1.0953907815631263
but i feel bad for her download movie  '81st annual academy awards pre-show' http://tinyurl.com/cdue53 cool #movie,1.0953907815631263,1.0953907815631263
and i wish i gave you one last kiss organic chemistry  ah so confusing!,1.0953907815631263,1.0953907815631263
"i hope the paparazzi leave you alone  omggg, how were the 'crazy cobras' i wantewd to see them when they were in london    ",1.0955511022044087,1.0955511022044087
i want to go to the beach!!!  ,1.0955511022044089,1.0955511022044089
"nice weather today, though.  ",1.095871743486974,1.095871743486974
*[ it`s time for tscc!  ,1.095871743486974,1.095871743486974
i think i`d be like phoebe`s mom on friends - stop the movie before the sad part.  ,1.095871743486974,1.095871743486974
"yes i like the vids on my way to see star trek  never touched a drop, me!",1.0959519038076153,1.0959519038076153
"_esl  if in doubt, wash separately   normal concern is something fading onto the white.",1.0959519038076155,1.0959519038076155
hey chocolate chips is good.  ,1.0961122244488979,1.0961122244488979
i am so jealous of you right now.  ,1.0961122244488979,1.0961122244488979
so it`s time to switch to the eee.  ,1.0961923847695392,1.0961923847695392
i love u ?  ,1.0962725450901805,1.0962725450901805
_pax goddamn   that **** sucks *hugs*  ,1.0962725450901805,1.0962725450901805
sorry you`re feeling that way yay for having a giant headache  stupid glasses.,1.0964328657314628,1.0964328657314628
it`s a dream come true if you would reply to me  couple days?!,1.096432865731463,1.096432865731463
maybe he won`t act like a 3 year old today.  ,1.0965130260521043,1.0965130260521043
i feel a bitbetter now.  ,1.0966733466933867,1.0966733466933867
wishes the rain would stop so my stupid headache would go away!  ,1.096673346693387,1.096673346693387
glad things are going well for you.  ,1.0969138276553105,1.0969138276553105
i love making money  can you come with the guys to brazil?,1.0969138276553108,1.0969138276553108
if you don`t have to work them.  ,1.0969939879759518,1.0969939879759518
haha thanks gettin ready to put on a show  ,1.0969939879759518,1.0969939879759518
_surprises unfortunately yes  you got twitter!,1.0971543086172342,1.0971543086172342
"sounds very good, you can count on me, i follow you!!!  ",1.0971543086172344,1.0971543086172344
epic fail working again today  but off tomorrow for dan`s party!,1.097314629258517,1.097314629258517
i would love to see the sun again.  ,1.097314629258517,1.097314629258517
ooh good then  thank you for the heads up bro,1.0973146292585172,1.0973146292585172
if she does.... hook me up  lol head hurts,1.0973947895791583,1.0973947895791583
hope you have an awesome time with the bug just downloaded music for over an hour.  ,1.0974749498997995,1.0974749498997995
i want to go outside.  ,1.0975551102204408,1.0975551102204408
"in rural #thailand, 2630 is considered posh  dont ya know?",1.097555110220441,1.097555110220441
i still would have got a look at his face just in case!!  ,1.0977154308617234,1.0977154308617234
back to work  ,1.0977154308617234,1.0977154308617234
"yes, sf has such good food.  ",1.0977955911823647,1.0977955911823647
"thanks, i found it already fun webcamming with caroooo fish and chips for din dins working  ",1.097875751503006,1.097875751503006
"102.7 kiis-fm hey, i can`t seems to get ryan`s show online, what`s not right then?  ",1.097875751503006,1.097875751503006
i had a good sleep.  ,1.097875751503006,1.097875751503006
****  may need to go to the e.r.,1.097875751503006,1.097875751503006
sleep is good  musashi`s?,1.0979559118236473,1.0979559118236473
"as a nj native, i thank u  that is really brilliant!",1.0979559118236473,1.0979559118236473
i guess i should have signed up to go to google io after all  haha!,1.0979559118236475,1.0979559118236475
all sticky oh.... great.  ,1.0980360721442886,1.0980360721442886
need to get some film now!  ,1.0981162324649298,1.0981162324649298
over lucky charms shawty next to me like hella good oowwwww  my neighbour is fond of loud nickelback.,1.0981963927855711,1.0981963927855711
the wedding couldn`t have been more perfect just broke my favorite necklace  superglue?   ,1.0982765531062124,1.0982765531062124
see http://twitpic.com/33hus that`s my baby http://simoneserhan.tumblr.com new post  cavs has the easier route than denver.,1.0982765531062126,1.0982765531062126
i need to laugh..  ,1.0983567134268537,1.0983567134268537
loving that spring definitely seems to be here now  a walk in the clouds; sweet november; lake house.,1.0983567134268537,1.0983567134268537
driving past tattered cover w/o stopping  promising myself to make time next week.,1.0983567134268537,1.0983567134268537
"but i like the idea going to cinema, but monday....  ",1.098436873747495,1.098436873747495
it`s raining  thanks for the tip!,1.0985170340681363,1.0985170340681363
sorry yall  lol shopping tomorrow?,1.0985170340681363,1.0985170340681363
"goodnight to everyone else  i do text to twitter sometimes, but i don`t receive any on my phone",1.0985971943887773,1.0985971943887773
productive saturday night (cont) when  told him that i love beans on toast.,1.0985971943887776,1.0985971943887776
you should definitely get one just found out one of my coworkers that i actually like is leaving.  ,1.0986773547094189,1.0986773547094189
guess i can admit that now that you paved the way.  ,1.0986773547094189,1.0986773547094189
wishing the rain would stay away for a while so that i can go to the pool thinks malibu is the drink for me lets all hit the bottle  woop woop,1.0987575150300601,1.0987575150300601
it was good  ready to watch the spanish f1 _,1.0988376753507012,1.0988376753507012
http://tinyurl.com/mfm7tl  haha yay we love you too mr. shane dawson http://twitpic.com/670rw,1.0989178356713427,1.0989178356713427
now!!!hate new england weather  happy mothersday btw!,1.098997995991984,1.098997995991984
lmao  looool .. me 2 !!,1.0990781563126253,1.0990781563126253
it has been raining here for 3 days now.  ,1.0990781563126253,1.0990781563126253
"got to final table, but....went out third.  ",1.0991583166332666,1.0991583166332666
i feel better knowing it`s hereditary.  ,1.0991583166332666,1.0991583166332666
then i really have to go  ?,1.0991583166332666,1.0991583166332666
"i hope to see you soon again  thank you for reading ohlala , heeeey dear!",1.0992384769539076,1.0992384769539076
merm is not going to be fun tonight.  ,1.0992384769539079,1.0992384769539079
#fb should not drink cheap wine i want to be in love.......  ,1.0993186372745491,1.0993186372745491
"@_katieedwards i can`t yet back, i`ve run out of texts!  ",1.0993987975951904,1.0993987975951904
god school is going to suck **** next year!  ,1.0994789579158317,1.0994789579158317
im in love.  ,1.0994789579158317,1.0994789579158317
i love you more than you`ll ever know.  ,1.0994789579158317,1.0994789579158317
thanx tom  love u too !!!!!!!!!!!!!!!!!!!!!!!,1.0994789579158317,1.0994789579158317
http://twitpic.com/4j9fb - i really love this picture!  ,1.099559118236473,1.099559118236473
i feel special now  like the simpsons?,1.099559118236473,1.099559118236473
the world don`t feel ugly is looking forward to a yummy dinner with mizz kate jones this evening!  ,1.099559118236473,1.099559118236473
"#justsayin celebrated 18,000 plays on last.fm with dez moines by #tdwp http://bit.ly/gwuhx  cvs is that like a genetic brand?poor you,my hubby gets bad allergies..",1.0995591182364732,1.0995591182364732
pretty sure my bum shape will still be imprinted there is wondering what i did to get on the 'do not respond' list  omg evie.,1.099639278557114,1.099639278557114
if i could i would vote for u. has no idea wtf twitter is about but willing to give it a go!  ,1.0997995991983969,1.0997995991983969
it might go away if you complain too much!  ,1.0998797595190382,1.0998797595190382
and i dunno  goodnight baby loll jk night time to do house chores!,1.0998797595190382,1.0998797595190382
(:  have fun on flashy fed hill..,1.0998797595190382,1.0998797595190382
now its 3:12 am  haha goodnights !,1.0999599198396794,1.0999599198396794
i`ve been wanting to watch that movie but nooobody would watch it w/me part of my neuroanatomy take-home test.  ,1.0999599198396794,1.0999599198396794
_m make sure you watch in hd  thank you.,1.1000400801603207,1.1000400801603207
x http://twitpic.com/4jcxr -  i meann look at what i just found lol waiting in line for the beast with matthew.    ,1.1000400801603207,1.1000400801603207
"hm seems to have been because my blog was marked as a phishing site  school trip to phuket thailand, i was 12 while living in singapore ive got the greatest boyfriend in the world.",1.1000400801603207,1.1000400801603207
haha ..  ?,1.1000400801603207,1.1000400801603207
u need a pic  have a great camp!!!!!,1.1000400801603207,1.1000400801603207
_songs i know  especially since the summer is such a boring tv time to begin with.,1.1000400801603207,1.1000400801603207
im so tired  &i miss dionee already.,1.100120240480962,1.100120240480962
im so happy for you.  ,1.1003607214428857,1.1003607214428857
this is why i got best dressed  i want her more on survivor!!,1.1004408817635272,1.1004408817635272
ur gonna be missed you know  ,1.1006813627254508,1.1006813627254508
"at the walnut high school prom with becca _mcflyandjb in heaven, i`ll go everywhere  fruity pebbles?!",1.1006813627254508,1.1006813627254508
and i hav a new telecom phone that dosent work.  ,1.100761523046092,1.100761523046092
"shower, hot tea and tv please..  ",1.100761523046092,1.100761523046092
i`m with you in this.  ,1.1008416833667334,1.1008416833667334
i`m out.  ,1.1008416833667334,1.1008416833667334
i`m so down again.  ,1.1008416833667334,1.1008416833667334
but i`m not.  ,1.1008416833667334,1.1008416833667334
"hello nicole ;)  nothing much, juss really bored!",1.1008416833667336,1.1008416833667336
i`m from venezuela!  ,1.101002004008016,1.101002004008016
well then next time then hey!  ,1.101002004008016,1.101002004008016
i think they make you turn your phones off  i`ll see what i can do!,1.101002004008016,1.101002004008016
i`m such a sucker.  ,1.1010821643286572,1.1010821643286572
i`m honored!  ,1.1011623246492985,1.1011623246492985
"bank holiday bliss - jeremy kyle, without even bothering the sky+  thats what andy said a few hours ago....",1.1011623246492985,1.1011623246492985
oh nevermind i think this thing is unsalvageable  great !!!,1.1012424849699398,1.1012424849699398
"i didn`t get home until 3:00 am, not like i sleep haha.  ",1.1012424849699398,1.1012424849699398
i haven`t really been happy with any of cooks choices for singles.  ,1.101322645290581,1.101322645290581
wit the faces lmao id rather see urs tho  lol,1.101322645290581,1.101322645290581
i`ll go buy it tomorrow  ,1.1014028056112224,1.1014028056112224
i`m celebrating for you!  ,1.1014829659318637,1.1014829659318637
doing make up for the school musical this week aaah  get you lol,1.1014829659318637,1.1014829659318637
i`m from philippines  ?,1.101563126252505,1.101563126252505
soooo full that im starting to feel sick has a terrible headache.  ,1.101563126252505,1.101563126252505
misses the good old days!  ,1.101563126252505,1.101563126252505
i`s glad you had a super time at the show  will do!,1.101563126252505,1.101563126252505
it just got longer when i wrote it  i missed you guys this morning.,1.101563126252505,1.101563126252505
i`m from philippines!  ,1.101563126252505,1.101563126252505
"if i was in good evans, i`d call childline  do you have a password for the san diego show?",1.1015631262525052,1.1015631262525052
i`m craving coldstone again.  ,1.1018036072144288,1.1018036072144288
if i told you how often i wash my hair you would never speak to me again just doesn`t understand why this thing wont save my photos  defo uggo!,1.1018837675350701,1.1018837675350701
**** in a bad mood now  annoying when its sunny watched gossip.girl.,1.1019639278557114,1.1019639278557114
lol  emmett wont do a dance off again _,1.1019639278557116,1.1019639278557116
"i know, i cant handle the fame!  ",1.102124248496994,1.102124248496994
i`ll be back home on monday.  ,1.102124248496994,1.102124248496994
"they`re are playing a lot of brit  for cervical cancer, i have to get 2 more i lost my nintendogs, it`s very upsetting.",1.102124248496994,1.102124248496994
i`m off to cuba  theme tune?,1.1022044088176353,1.1022044088176353
just got home from the show opening.  ,1.1022044088176353,1.1022044088176353
i have nothing to eat or drink  do u have a morrisons near u??,1.1022044088176355,1.1022044088176355
its raining in miami though  go cavs right?,1.1022845691382765,1.1022845691382765
so what does that make a queef  to go in their next live chat.,1.1023647294589178,1.1023647294589178
don`t go around quoting me  ,1.1024448897795591,1.1024448897795591
its a lovely 58 degrees right now at 7am.  ,1.1025250501002004,1.1025250501002004
"oh, time to eat and make conversation with the domestic partner.  ",1.1025250501002004,1.1025250501002004
haha hopeless me  ahhh..,1.1026052104208417,1.1026052104208417
this time cuz im sick.  ,1.102685370741483,1.102685370741483
i`m near there  buenos dias!,1.1027655310621243,1.1027655310621243
everyone is makin me feel like im a waste of space has finally started his serious revision - has just completed an english bg mock  hiya!,1.1027655310621243,1.1027655310621243
i`m so lame  ,1.1027655310621243,1.1027655310621243
i could be with sher right now sunday sunshine track  ?,1.1027655310621243,1.1027655310621243
i hope she does she said she will  downside though is that you`re breaking the thread.,1.1028456913827656,1.1028456913827656
*shrug*   maybe send a tweet to ?  ,1.1028456913827656,1.1028456913827656
i hate when i try & support my local bookstore & they never have what i need  thanks!,1.1030060120240481,1.1030060120240481
"http://blip.fm/~5ynxo  i`m relying on my mobile, which lacks reception.",1.1030060120240481,1.1030060120240481
talk about so sick http://goingtorain.com/ - about as precise as any other weather report  i want to know when the auditions are mander!,1.1030060120240484,1.1030060120240484
i think  & i don`t even have meds to feel like you.,1.1030861723446892,1.1030861723446892
apple juice  i`m such a rebel!,1.1031663326653305,1.1031663326653305
tried to find a recycler my moms calling hospice 4 great gpa  its only a matter of time only god knows.,1.103246492985972,1.103246492985972
last chance to go into school before chemistry exam!!  ,1.103246492985972,1.103246492985972
"thanks for a great night, dear.  ",1.103246492985972,1.103246492985972
http://plurk.com/p/roo6c  you don`t think they will catch them?,1.103326653306613,1.103326653306613
guys just got back from greenlake.  ,1.1033266533066133,1.1033266533066133
"i`ll be seeing you tomorrow  dude, i didn`t know it was a personal experience.",1.1033266533066133,1.1033266533066133
i`m lonely.  ,1.1034068136272546,1.1034068136272546
there is even room for people i really want a blackberry  my sidekick is hella wack.,1.1034068136272546,1.1034068136272546
mmm  - http://tweet.sg it`s friday night.,1.1034068136272546,1.1034068136272546
can i go home yet?  ,1.1034869739478959,1.1034869739478959
that will be you in october castiel is loveeeeeeeeeeeeeeeeeeeeee going off bc is making me break out.  boo.,1.1034869739478959,1.1034869739478959
"kk, i just had 888 followers like a minute ago at home with her fam  see you in como tomorrow!",1.1035671342685371,1.1035671342685371
it`s monday  i know!!!!,1.1035671342685371,1.1035671342685371
almost dere  really tired eyes r really dry,1.1036472945891784,1.1036472945891784
i`m writing more fanfic.  ,1.1036472945891784,1.1036472945891784
odd i tried to call mitchel musso but it dosent work....  ,1.1036472945891784,1.1036472945891784
but this little boy still makin me  work during the storm!!!,1.1036472945891784,1.1036472945891784
people in my house do not know how to close doors  which one?,1.1037274549098197,1.1037274549098197
heyy i finally got one too  ,1.1037274549098197,1.1037274549098197
"i am the proud mommy to a 6 yr old girl, and a 14 yr old boy! follow friday: following more people then followers  follow me?",1.1037274549098197,1.1037274549098197
u girls make me twisted all time  ,1.103807615230461,1.103807615230461
really really getting excited!  ,1.1039679358717436,1.1039679358717436
i`m assuming this is blog-related.  ,1.1040480961923849,1.1040480961923849
"thought this is where all the cool kids hang out now, hehe  xoxo!",1.1041282565130262,1.1041282565130262
i`m quite a klutz.  ,1.1041282565130262,1.1041282565130262
good morning to you !  ,1.1041282565130262,1.1041282565130262
http://tinyurl.com/onoger roommate is sssnoring :/ and my throat is so dry _lia should have grabbed some on the way to work  gables apartments has corporate and their nice.,1.1041282565130262,1.1041282565130262
http://plurk.com/p/svg9d  of course i really hope that this would be his real twitter page!,1.1042885771543085,1.1042885771543085
_musings good morning!  ,1.1042885771543087,1.1042885771543087
thats a crack-up i wish i could go to e3.  ,1.1042885771543087,1.1042885771543087
time couldn`t go by any slower.  ,1.1042885771543087,1.1042885771543087
nope  don`t think i will.,1.1043687374749498,1.1043687374749498
are you saying that i`m fat?  ,1.1043687374749498,1.1043687374749498
"if that makes me typically english then so be it had to come in, was baking out there and have slight headache now  ",1.1044488977955913,1.1044488977955913
we win a little bit of good news.  ,1.1045290581162324,1.1045290581162324
what the ****? good morning/midday nation!  ,1.1045290581162324,1.1045290581162324
just woke up  shopping today for my birthday....,1.1045290581162326,1.1045290581162326
the service was good  have fun !,1.1046092184368737,1.1046092184368737
she`s at 60 and i`m at 260.  ,1.1046092184368737,1.1046092184368737
lol never part of these follow fridays nobody likes to feel low priority.  ,1.1046092184368737,1.1046092184368737
got paid nowhere near as much as she thought she would _en  we`re waiting you here in belgrade!!,1.104689378757515,1.104689378757515
":`( i bet black planet, lol, i didnt have a problem with it, but she was ugly.  ",1.104689378757515,1.104689378757515
i didn`t have a picnic blanket though i am sitting at the computer eating grapes  it`s hailing outside!,1.1046893787575152,1.1046893787575152
"tonight my bed has been the enterprise and i was mrs kirk  hope you find a nice and healthy, also cheap, breakfast!",1.1047695390781564,1.1047695390781564
i want to go sonny you are a mystery man!  ,1.1049298597194388,1.1049298597194388
i`m celebrating my mother!!  ,1.105250501002004,1.105250501002004
just got home from the city lights show  yeahhh!,1.105250501002004,1.105250501002004
you did look pretty **** good  have a safe trip joshy poo.......,1.105330661322645,1.105330661322645
right into a cardboard box.   hiya!  ,1.1054909819639278,1.1054909819639278
"get that fixed, after few years it can worth some thing making more muffinsss, wheat jerm aannndd psyillium husk  ugh, looks like you`ll have some work to do .",1.105490981963928,1.105490981963928
"so me, her and  can go see the hannah montanna movie!!!",1.105571142284569,1.105571142284569
watching ripley`s believe it or not while eating=bad choice loll whats boyfriend #2 supposed to mean then?  ,1.1056513026052104,1.1056513026052104
i want to see that movie sooo bad.  ,1.1056513026052104,1.1056513026052104
i`m safe and sound!  ,1.1057314629258517,1.1057314629258517
how was your day?  ,1.1057314629258517,1.1057314629258517
i`m not part of that generation unfortunately.  ,1.105811623246493,1.105811623246493
"aw man, half term isn`t long enough    lol!  ",1.105811623246493,1.105811623246493
lol i love `em all!  ,1.105811623246493,1.105811623246493
http://blip.fm/~5z3ij  how was your day ?,1.105811623246493,1.105811623246493
bend over so i can hit it from the back  i just watched that episode again last night.,1.105891783567134,1.105891783567134
"but i shouldnt joke about that, poor other people , oh noooo!  ",1.1058917835671342,1.1058917835671342
if the rain keeps up i may go swimming instead of dining here justwatched the most depressing episode of jon  kate ever!!!i actually almost cried.,1.1058917835671342,1.1058917835671342
"dang, i need a bed in the bay area monday / tuesday night  anyone able to help out?",1.1058917835671342,1.1058917835671342
kinda bored now though  dude.,1.1059719438877755,1.1059719438877755
let me know if that work!  ,1.1060521042084168,1.1060521042084168
<cries> hope its gone by then it is always sunny on days when i can`t possible be outside.  ,1.106132264529058,1.106132264529058
"http://yfrog.com/0l2tsj   yeah, physically moving too!  ",1.1062124248496994,1.1062124248496994
**** chili cheese fries a bad idea for lunch..  ,1.1062124248496994,1.1062124248496994
"im not a supermodel, i still eat mcdonalds baby thats just me!  ",1.1062124248496994,1.1062124248496994
i`m workin through til midnight.  ,1.1062925851703407,1.1062925851703407
67 more than i had plus i`m on book voucher!  ,1.1062925851703407,1.1062925851703407
**** thats a good movie  ,1.106372745490982,1.106372745490982
<.<    >.>  whats with u hating on becky soo much?,1.106372745490982,1.106372745490982
"it`s my wall, and i like saying i banned zac efron  lol sonny",1.1064529058116233,1.1064529058116233
go me  lol.,1.1065330661322645,1.1065330661322645
2hours ago n still made it to work  ,1.1065330661322645,1.1065330661322645
"maybe you should train me gusying up for  dinner, bourbon & branch, zeitgeist and surprise party for taylor!   ",1.1065330661322645,1.1065330661322645
"haha, dork  was it good, then?",1.1066132264529058,1.1066132264529058
"watching nemecek go on her computer, fun!  ",1.1066933867735471,1.1066933867735471
now gettin ready 4 church  yay!!!,1.1066933867735471,1.1066933867735471
i am so happy my job is a radio and not anything physically exhausting....  ,1.1067735470941884,1.1067735470941884
"#bgt it`s a shame that the dreambears won`t get through  ate ****, i refuse to bless her cuz she already clingy writing this paper is a lot harder then i thought .",1.1067735470941884,1.1067735470941884
and i worked most the day!  ,1.106933867735471,1.106933867735471
jacqueline wilson day on cbbc so confused about what to do?  ,1.106933867735471,1.106933867735471
that happened to  `s dog one time.,1.1070140280561123,1.1070140280561123
"ah well, better attempt some chilling on the sofa, i hate vaccinations, i feel sooo ill  ",1.1070140280561123,1.1070140280561123
tadi jam 12.30pm  good luck tonight!,1.1070941883767533,1.1070941883767533
i can`t believe you went and got boba without me.  ,1.1071743486973948,1.1071743486973948
"hey u, no not yet  soon maybe tomorrow!",1.107174348697395,1.107174348697395
**** it were is eric or anyone else when you need your hair to be played with  yes ma`am u do have a pretty smile.,1.1072545090180361,1.1072545090180361
ur bio says ur nice....guess not  you`re in harlem?,1.1072545090180361,1.1072545090180361
"_ladie haha, i`ve got my camera and lenses ready!  ",1.1072545090180361,1.1072545090180361
didn`t even come meet me  - im thinking of a number guess ?,1.1073346693386774,1.1073346693386774
"it`s our first one as rn`s  congrats, dreps!",1.1073346693386774,1.1073346693386774
haha 2 times  it was exciting lol ****,1.1073346693386774,1.1073346693386774
"not allowed to call as i live in the uk, my parents say it will cost to much  sucks !!",1.1074148296593185,1.1074148296593185
says i`m tutoring my cousin!  ,1.1074148296593187,1.1074148296593187
but then she said no  lol bummer back in a mo. cover girls hubby on fb chat.,1.107414829659319,1.107414829659319
make a detour and come to pr  forget indiana haha _shiny thanks for the heads-up.,1.10749498997996,1.10749498997996
"blogging, cleaning and chatting while listening to phoenixfm  love u!!",1.10749498997996,1.10749498997996
"fï¿½ -ï¿½ largo ï¿½ hï¿½ndel  would love it if you guys toured here, really!",1.10749498997996,1.10749498997996
"lol  praying for love in a lap dance, and paying in naivety.",1.1074949899799602,1.1074949899799602
would really like to not be at work and instead taking a nap.  ,1.1075751503006013,1.1075751503006013
sorrry  i dont know how people play it!,1.1076553106212426,1.1076553106212426
thats a problem   #prism #fail  ,1.1077354709418838,1.1077354709418838
anticipating a tough day ahead  bonjour,1.1077354709418838,1.1077354709418838
but he can`t twitter me back  hi,1.1080561122244488,1.1080561122244488
my purple pusrse is pretty  someone tell katie holmes!   ,1.1080561122244488,1.1080561122244488
love you mom  don`t be worried!,1.108056112224449,1.108056112224449
"wow, was amazing, i cried haha, ****  lol that`ll teach me to blindly trust amazon search results without reading!",1.1082164328657313,1.1082164328657313
theres a really cute cut out in the back too.  ,1.108376753507014,1.108376753507014
my motivation is returning at about the rate i`m inputting coffee  !,1.108376753507014,1.108376753507014
my chick wont shut up  will only stop chirping if i sit with the bloody thing.,1.1083767535070141,1.1083767535070141
() my chick wont shut up  will only stop chirping if i sit with the bloody thing.,1.1083767535070141,1.1083767535070141
i think i didnt do well on my photo editing for db!  ,1.1084569138276552,1.1084569138276552
hahahahahahhah he`s with my bff  i`m depressed !,1.1085370741482965,1.1085370741482965
those were my only plans for the day!!!  ,1.1085370741482965,1.1085370741482965
i hope it`s not bad  i just knew you`d get that!,1.1085370741482967,1.1085370741482967
this should go well  just try to do your best.,1.1086172344689378,1.1086172344689378
don`t you just love the 'butteflies in your stomach' feeling?  ,1.1086172344689378,1.1086172344689378
update you all later   #followfriday thank you!  ,1.1086172344689378,1.1086172344689378
happened to me the other day.  ,1.108697394789579,1.108697394789579
"with my friends were in our work  don`t worry, you spelt `no` correctly!",1.1086973947895793,1.1086973947895793
lol thanks awake  slept in a little cuz no construction.,1.1087775551102204,1.1087775551102204
_lick sounds like you need a week of digital detox  mmmmmm i love curry.,1.1089378757515032,1.1089378757515032
i`m just sharing the whole list to you.  ,1.1090180360721442,1.1090180360721442
i miss  lol getting ready for college.,1.1090180360721444,1.1090180360721444
****  ha good morning!,1.1090981963927855,1.1090981963927855
have a wonderful day!!!  ,1.1090981963927855,1.1090981963927855
poo..  just saw you on tv for the best job in the world.,1.1090981963927855,1.1090981963927855
i didnt even know my friend knew  !!!,1.1091783567134268,1.1091783567134268
win day?  ,1.109258517034068,1.109258517034068
have an absolute wonderful day!  ,1.109258517034068,1.109258517034068
a little `chair lift` tonight would be muchly appreciated 50 is sooo much better than 65  my biology score`s so bad.,1.1094989979959922,1.1094989979959922
is dreading going to work  ,1.1097394789579158,1.1097394789579158
"one final down, two to go!  ",1.1097394789579158,1.1097394789579158
ok next time i see you il just get you to explain to me the whole process  ,1.1097394789579158,1.1097394789579158
and it was zipcode free day too.  ,1.1097394789579158,1.1097394789579158
gonna go and watch boystown.  ,1.109819639278557,1.109819639278557
but halal place..piggy sausages are bigger my poor andrew just had 2 of his wisdom teeth removed.  ,1.109819639278557,1.109819639278557
"not at the moment, well i cant find it yet!  ",1.109819639278557,1.109819639278557
"let me know if you have any questions, would love to help.  ",1.109819639278557,1.109819639278557
i cant wait to see them!  ,1.1099799599198397,1.1099799599198397
i got a math test today.  ,1.1099799599198397,1.1099799599198397
zzzzy in office and i`m alone in my bay again.  ,1.110060120240481,1.110060120240481
imma b in georgia  and then i`m off to la. grrrrrr!,1.110140280561122,1.110140280561122
"how are you today gossip girl, when are you coming back  !",1.1101402805611222,1.1101402805611222
i cannot  i have a full day of activities,1.1101402805611222,1.1101402805611222
maybe i should take a nap to waste time  http://twitpic.com/2aa0m -,1.1101402805611222,1.1101402805611222
how fun!  do you ever respond to ppl?   ,1.1102204408817635,1.1102204408817635
this day is fkn ugly & it matches my mood  unfortunatly.,1.1102204408817635,1.1102204408817635
ana i will vote 7ag ele ye6le3ni taqa3od now  congratulations!,1.1103006012024048,1.1103006012024048
just discovered a painful sunburn on my right sholder  hopefully it just turns into a tan!   ,1.1104609218436874,1.1104609218436874
i`m ill  must have paracetamol!,1.1105410821643287,1.1105410821643287
:| i want a garden  sitting inside when it`s sunny sucks.,1.1105410821643287,1.1105410821643287
all day  hahaha,1.11062124248497,1.11062124248497
i`m such a spazz  ugh.,1.11062124248497,1.11062124248497
"i hate my commute sometimes  will you ever come to sf bay area to preform, i feel left out",1.1106212424849702,1.1106212424849702
yay  you really have to come to ireland some time!,1.1106212424849702,1.1106212424849702
if it`s really big then it looks milky!  ,1.1107014028056112,1.1107014028056112
woo hoo! it`s time to play 'name that twune'  ummm.,1.1107014028056112,1.1107014028056112
it`s all gloomy today in la.  ,1.1107815631262525,1.1107815631262525
