text,score
"_is_here oh hun, i`m sorry... out of everything you`ve been through, the last thing you deserve is to be unhappy at home..",-0.4215
ugh! poor beautiful girl. went in for new tires and inspection sticker. now there`s a $590 repair and still no tires.,-0.5411
"it`s so awesome to know that there are people who think i have what it takes to make it in nashville, and who offer to help if i want it.",0.8122
t`internet on blackberry fooked so no checking of the tweets and whether phill has taken up my request,-0.4341
 you and your yuotube links.  denied at work.,-0.4404
is cheering on the arsenal ladies!!    and missing my m...x,0.3987
back to work today but i don`t even mind.,0.0
   god peppermint mochas frappachinos are amazing...  and addicting,0.2732
"it`s happy star wars day, lol.  may the force be strong with you all.",0.7351
hd full again...  http://plurk.com/p/x2eb3,0.0
good morning guys!  dont forget: today is mothers day! mommy? i love you ! youï¿½re the best <3,0.9497
 that story reminds of living in portugal,0.0
: probably not  i want to go home,-0.0572
dimples was in the preview... are they not on today?  it hasn`t aired here yet... via http://twib.es/cpf,0.0
" i love your music  especially the fight, thats a awsome song by far !",0.3846
 all the best with the cup final today. have fun,0.8176
does not feel good at all today,-0.3412
missing his voice,-0.296
" i am uce, i did my pgce there   went to leicester for my main degree though ...",0.0
 ur linky no worky,-0.296
will be lonely for 4 days because  will be in baguio.   http://plurk.com/p/x2apl,-0.3612
i`m kinda sad of being alone all the time i miss my brother  and my friends suck i mean no one has even called me in 2 weeks,-0.7512
"(cont.) small children are not puppies. and cleche sarcasm is so annoying. bcreative, but then again, that`s too harrd",-0.3499
phones about to die  ttfn!,-0.636
r-t  30 cool things for successful entrepreneurs to do - http://bit.ly/8w7iq - please share,0.8625
"going lay down, i`ll get up officially @ 1! yes 1! lol good(night) again!",0.7488
 _langley hi guys! guess who has twitter on her phone now? me!,0.0
time to go to bed... and hopefully wake up to a better day  niiiiiiiights yall,0.6808
woo exams nxt wk,0.4767
http://twitpic.com/67ykl - the stolen purse -- when it was new from the store...see tags still on it,-0.4939
i would of won that contest if i weren`t to have chickened out,0.5719
"btw , , , and , i ordered some of yer merch yesterday.!  <33333333333",0.0
  awwwww i`m such a scifi geek and starwars is the ten commandments for us geeks!!,-0.4184
i dont get it,0.0
back from the city... breakfast time,0.0
happy mothers day to all the mommies,0.5719
 girl a blunt is soooooooo in my thoughts right now. i had an absolutly great day with a few stressors...come home,0.6249
 **** **** and blast!  i`m at lmhr tomorrow and sam out   who is running it?  i could see if she could join next week?,0.4314
http://twitpic.com/676hv - r.i.p fristy just thinking abt her,0.0
 one thing is good enough for me. friendship retained!,0.7345
 yep trying to beat the cold winter. morning swim is always refreshing~ good start of day,0.6249
"okay, now i`m listening to jonathan coulton and working. woo.",0.6124
i can`t find my tennis racket!!,0.0
dual reject ...  http://tinyurl.com/mfm7tl,-0.4019
 you are not old!!! you`re  just comfy! like worn in sweats! said with all the love my sarcastic heart can muster....,0.6876
_fam lol it`s coming up too  probably mid june early julyish???,0.5171
is feeling very happy despite the amount of work that i need to do today!!! happy times,0.885
so sleepy again and it`s not even that late. i fail once again.,-0.5423
just finished my english final...just one step closer to the end.,0.0
i`m feeling great!,0.7088
joe: 2.30pm kevin pics up a new pair of pjs :`) pmsl i could have died!!! lmfaoo :`) i miss my boys,-0.7249
 heyyy you  lol wassup mamas?,0.4215
 awlll mann  we should meet up this summa or something!,0.0
 and what`s your blog entry about?,0.0
 what`s wrong?  maybe i can help?,-0.1926
is chilling at home,-0.0258
no santa cruz for me  but i do have an interview at jamba tomorrow morning (:,0.5719
in the mood to listen to some reg stuff  (sir told me: u used to be a huge fan of mine but now it seems you`ve forgotten my songs!!!) ),-0.2325
aaaaaaaaaaa mcfly,0.0
"bitten to blood by my cat, on my way for a rabies bacterin. seems 7 shots for 2 months. never wash my cats at home again, they hate water",-0.5719
 goodnight lovely,0.5859
another two hours of work. ugh. it goes by so slow. and im sore,-0.6486
bowling with cousins  awesome,0.6249
http://twitpic.com/67wb4 - gotta a show on monday at 9.... hopefully my head will be better by then....,0.6808
 i miss yoooouuuu!!!!,-0.4153
 hey mary! this is my twitter  (karishmaa1) luvv youu ?,0.0
 u said u was gonna follow  its nita from ur live chat,0.0
would like a hug and a kiss from eric. long distances really really stink,0.6284
this is not fair... bath again....,0.0
 pleaseeeee .. it was the only thing i wanted for my birthdayyyy!  please say happy birthday to me!,0.7639
 i shall annoyingly tweet at you tomorrow.,0.0
"aww, no one`s on msn",-0.296
 i feel almost empty inside today.  not a good feeling.,-0.5078
schade  #tv_addict,0.0
i dont feel good! sick to my stomach,0.1501
loves the way the sky looks now i.e. no cloud at all.  but that would only mean that it`s ultra hot outside.... http://plurk.com/p/rpb7t,0.1901
" my husband wears the same shirt all the time, think you can send some of that this way??",0.0
 how could you go to cali without me??? i`m sad.,0.4756
 would love to hear all of this from a nokia perspective...,0.6369
_liv_lyf good to hear! just in time for the weekend. i`ll be working though,0.4926
has sent ben off to do the weekly shop  woo! xxxxx,0.5255
 not by choice.  i have to use it for that one project that never ends!,0.0
 it wouldn`t let me download it cos it said i`m the uk. i had a little cry.,-0.4228
making shell join twitter so i have a follower,0.296
"umm. what do we have here? apple pie, check. cupcakes, check. green tea, check. coffee, check. then we`re ready for tea time",0.3612
"um. why can`t i write **** tonight? i like ****. i want to write ****. yet, nothing. no ****.",0.5702
has now found a bug in the rhel5 bnx2 driver   cant handle high packets per second (> 50k),0.0
 you mum sounds so humble ! what a sweet thing to ask for,0.5508
getting ready 2 leave 2 a girl scout metting..don`t feel like it but i have 2.....,0.34
 u already took da pic with out me,0.0
i met one of the nerdiest servers at chili`s today lol... he was awesome and i was his favorite,0.8271
" yeh i suppose, but its not the same you know? to me henry isn`t really a gunner any more",0.0
 surely you knew this before hand? a good book or a hand held has to be essential. just no psps unless you have a charger.,0.875
" yeah, it`s all teased up into this boofy bit...i`m buying red hair extensions btw",0.0
the eagles make saturday nights so much better.,0.4902
gah. how am i supposed to study when all i do is sneeze and get even more tired.,-0.4927
inspite of the spams.. i can`t stop losing this twittergadget. i love twitting from gmail,0.1027
is off to body power expo! thanks to mike at performance network for the free tix!,0.7772
 thank you  ****,0.3612
happy mother`s day everyone!,0.6114
scratch that. now we`re watching `marley and me`. thinking i could stay awake better for this one.,0.4404
 are you shattered after that long week?  thats a pity about tomorrow night,-0.6486
just played volleyball?,0.34
"1.2 mile run and 450 meter swim, things are looking better and better... laying off the bike today",0.4404
"_skies  cus it all got too much attention in the end, shes embarrased and i think it just got outta hand a bit poor girl  ****",0.0258
my tweet is on cheaptweet.  you wanna vote for me  http://cheaptweet.com/t/syopvd,0.0
forgot she had a twitter account.    happy mother`s day!,0.6114
"yay, a live demo of rhodes. loving this more and more  #euruko",0.8074
 hahahaha your watching 106 too... i miss oceans 10...,-0.1531
 awww no. you`re not ugly.,0.1285
 i love it as well!,0.7644
so my lucky jade nacklace/matching earrings ain`t so lucky. lost an earring. now the chain broke on pendant,0.197
 there was like no1 there n tha dj comp was hella wack... no gud djs  but got in free so its all gud,0.6663
" wow, i see a mr.b obsession in you!!",0.4559
 lol. academy-ish. haha. i really really miss o.b.,0.5616
_marie stick with me kidd...you`ll be alright (there`s a whole sketchy world out there waiting to be taken advantage of,0.4588
yippee! happy birthday to me,0.6114
ugh... only 1 3/4th hour and i will be 19...,0.0
 sounds like a perfect way to spend a sunday evening. enjoy,0.8555
 hi  im better... drinking hot tea with honey ^^ ... thanks... take care plis,0.4939
a movie`s worst fate used to be 'straight to dvd'. now it is 'straight to divx' or 'straight to internet',-0.1027
 ooo and good luck for dundee tonight i can`t be there cos i have a ton of uni work,0.7096
"off work, trying to relax for about 30 mins before i`ve gotta go back to sleep",0.4404
"yeah, i was wasting my time  fail",-0.6124
"happy sunday, beautiful day in london... off to meet chergo for breakfast  ****",0.8225
it is on environmental studies and driving me mental,0.0
 i know so lame,-0.4754
 you can find more info on getonu2.com we hope to launch the project this week. then we`ll really need some help to release it!,0.7316
bored.  would love someone to talk to.,0.4767
" yes, i do  but why did you change?",0.2144
"lappytop baterrry dying,tryingtofind a movieto watch since im staying in.  and goingto my room.",0.0
"getting some dms asking where i fell off to the past few days  i was sick, but am all better now. i appreciate the concern! game on!",0.7804
 i noo  i went to the zoo instead lol!! ru goin out 2night??? ****,0.6025
collabro w/jphlip called 'california' was another hot one.,0.0
"happy mothers day to all the mothers, grandmothers, furbaby mommies, etc!  heading out for breakfast with my mom shortly",0.6114
i havent gotten any prank calls making me laugh in so long.,0.5574
i cannot sleep due to watching uktv food. its keeps my cravings at bay. i think my bodies guna ache tomro,-0.3818
 guessing... ran 4 miles & gym? superman you  oxox,0.0
just made breakfast for her mom,0.0
"was outside playing ball with dogs, now all hot and sweaty",0.2023
"finally, holiday.",0.4019
my school is like the only one thats not on vacation.,0.3612
" if he did, he would say hi.",0.0
 *is bad ****...he still is,-0.5423
wants to game tonight with her friends,0.4767
 okay. i`m all out of ideas,0.2263
" haha, its cos one of your `tweets` was smile smile smile, so i quoted the boys in reply",0.8591
mothers day isnt until the 31th here in sweden.but thnx for the pm`s,0.0
listening to the online radio; oldies,0.0
our plane had landed!! finally gonna get to board...an hour late.  stupid rain!!!,-0.6776
if officially done with high school....  so sad... i miss them already! movie later???,-0.404
"  i was seeing only one side of it, but it looked interesting.  and deep.",0.5499
 will we see you guys in the philippines?  that would be the coolest thing ever! always wanted to go to one of your concerts!,0.0
" yeah, i`m getting ready to go get pizza. then nothing to do  maybe _2gnt will want to play xbox.",0.7506
what`s good about working a double?...jasmin,0.4404
cleaned the screen on my new pc dos machine and took another 'screenshot'  http://bit.ly/qlzp2,0.0
on a brighter note.. still at work at 6:15 on friday working on other peoples problems...  oh man. i`m so eating pizza tonight. hoorah!,0.4389
 i know.. i suck.. i`m a master procrastinator  ... you guys don`t have too much fun without me,0.5106
favorite shirt ruined:death by bleach  #fb,0.4588
just found out one of my ankles is swollen...eeks now it hurts,-0.4767
 my knee is hurting so bad im limping...so we get to suffer through work together,-0.8932
" girl, when you crash, it may last for 2 days",-0.4019
 aww im sorry im home now hope your ok  i love ya wifey <3 ****,0.8979
disneyland was a blast yesterday now back to work,0.0
 ohh.. #twpp is falling silent..  i was waiting to track ur us version.. next time maybe.. btw sunny california sounds good,0.6249
 of course i would,0.0
" ur going 2 get tired of hearing from me, but i just saw a preview of ur movie year one, and you were in it.  how funny. yeah!",0.7177
" is a loser;) baha, dude! i`m gonna come & put those pictures on my myspace really quick!",0.0
spending a `girly` day wif my four big sisters! shopping. pedicures and dyeing eachother`s hair. ohh yeah,0.3595
 i tried 2 vote 4 u the other day but i couldn`t figure out how 2 do it  help? lol,0.8047
"_caine i saw it, it made me sad",-0.4767
"oh well, there go my hopes for seamless transfer of blog  however i am now on track and will have it up and running sometime this eve",0.5994
 hi there! nice to meet you,0.4753
_kearley that`s twitter for you.,0.0
burnt the **** out of my hand today.,0.4939
"**** **** **** ****,  please comment me back  ily",0.7717
"  i`m not even in your situation and now i`m sad. i`m sorry, that`s really sucky.",-0.7645
 thanks for the link love yesterday by the way,0.7964
i`m so sleep deprived but it`s to hot to sleep.,-0.2935
new golf vi tsi 160hp is fast!,0.0
"is done painting all the bedroom furniture, i still have to do the table but it will wait until after the move. uggh moving in the heat",0.0
i really need to lose weight. anybody wanna be my exercise-buddy?,-0.4522
 thank you for the link! it explains a lot! and i`m glad you`re feeling good! i`ve a friend coming tomorrow. will be fun!,0.9483
can`t believe how gorgeous the weather has been today & i`ve had to spend it at work!,0.6476
" morning, that`s not mean, that`s just smart",0.4019
_ci ewww poor you  wish you all the best! thank god there is rolland garros this month isn`t?! ;p,0.8395
 in toronto  waiting for you!!! 48 days to go!,0.0
wants cookie,0.0
 happy birthday!!!!!,0.7067
just five more days. five more long days. ahh!,0.0
"happy mother`s day to all the mama`s out there, be greatful and appreciate your mama",0.7506
 i must agree i do like blackberries!,0.6476
"the gray hat python book reminded me how many security tools are python version specific, which is a pain if you need to use all of them",-0.2263
a pink balloon for mum on her day,0.0
it`s friday! trying to find something to do,0.0
" yes, i`m the only stupid girl of my kind!!",0.508
 that sucks - i`m still hungry and sucked down my food.,-0.6705
 yesh. lawl,0.34
i dedicated today to mothers day videos because without moms (and dads) we wouldn`t be here tweeting.,0.4588
feeling madly sorry for myself... - ï¿½iï¿½m seck d= make me feel better  i should be going to a fashion show... http://tumblr.com/xz31werch,0.4404
@ work again,0.0
"holy **** it`s super sunny, friday and whitsun, my tube is deeeesearted. wish i was in the park  http://tinyurl.com/ns2l55",0.8555
"can`t gauge the time of day in my office anymore... it`s worse than a friggin` casino in here... no waitresses, smoking, or booze",-0.6486
on my way home...then sleep! seeing amber pacific tomorow with the besties,0.0
"its from all that **** ****, i forgot the lube. ****  may need to go to the e.r.",0.0
about to get crazy,-0.34
saw the new star trek movie yesterday `twas  very good. having a quiet day today - off to the gym then for lunch,0.4927
" oh, you poor thing!!    so sorry, babe....",-0.6459
and now the crazy is all gone.,-0.34
"found a pack of united red carpet club booze vouchers. anyone wanting to have quite a few drinks there, come with me as it appears",0.4215
night night everyone.    happy mothers day to all mothers,0.5719
great. more rain,0.6249
how bad has life gotten where u  werecounting on the church50\50 raffle? the answer is real bad,-0.7906
"sore throat coming,and recording about to start for new citipointe ep album! argghhh!!!  prayers needed",-0.5673
i was awake until 12:45am then my mum turned the internet off so i couldnt watch the  live chat i was ccrying i was sad,-0.4767
 so jealous,-0.5095
  bring me food before you go please.,0.3182
 hi frenchie *-* i`ll do that...later  :p,0.34
 is not too hot and not to cold,0.0
 you rock my socks off! sorry you have to go to bfe maryland.,-0.636
a huge spider just crawled past me.  huge.,0.5574
 oh no! so sorry about your pets..,-0.4995
" heh, you seem to have a complex about your iphone jealousy. this self-denial is harmful! just let it out.",-0.4926
computer is packed away. there goes my life. right into a cardboard box.,0.0
 dont ya know? people love the human society,0.6369
i am so tired!,-0.54
" i`m sure you`re sleeping, but you`ll have to tell me your favorite part tomorrow. i laughed pretty much the whole time.",0.9319
thanks to:      new followers!,0.4926
"sitting in mels house, just finished eating mcdicks, laughing at all the dumb stuff i said tonight!! ready for bed? i think so",0.4559
 no i haven`t had chance to watch that yet...going to have to get hold of it.   thanks for the tip.,0.4019
 hahaha i was like :o dougie thats harsh!!! are you happy he replied?,0.8114
"i am sooooo happy! finally, kean cipriano replied to my chat messages. i hope he`s not fake.",0.8572
"loving the weather this weekend, shame i`m back into work tomorrow",0.2023
downtown was fun tonight  the walk back to the car was rediculous lol,0.7269
"going to die from study overload this weekend. too much homework, with paying work to interrupt! i`m screwed",-0.906
 well what about tomorrow? i miss you,0.128
"happy mothers day @ my mum  (also to my sis  and my 'mum' jess, ahah)",0.5719
"_leslie i love the video!! you are inspiration mr. leslie, can`t wait for the new album still rocking the debut.",0.8475
_rex_513 i`m working all weekend,0.0
: love the song 'together'. that`s 'his' song for me...well i think it`s still is,0.6369
book now & save:summer 2009 * the amazones village suites****-crete-greece! the best place to be!,0.6988
omfg this test is a joke.,0.296
sitting at home being bored.......,0.0
", a 74 is not 'quite alright'!  on the plus side, i ate cinnamin toast crunch for breakfast, and am now eating strawberries.",0.0
where`s my happiness?,0.5574
i love mandy moore so much  and also angela,0.6369
"boring. sunny monday. no school. tired. lazy. hungry. yeah, in a great mood!",0.126
wake up **** but tired. on this moment i listing some music for make me happy and let me wake up,0.296
being surrounded by student houses having barbecues and playing **** music is hardly conducive to a good job-applying frame of mind,0.5325
may the forth be with you... ha yes... today is my birthday  star wars day... aren`t i lucky you star wars fans?,-0.4588
  thanks  i`m holding my mini laser light thingy lol. how are u?,0.6908
 so windows livewriter`s accessible? guess that answers that.,0.0
_butler i think/hope they might put an age limit on next year on the back of that  #bgt,0.0
"_kryptik the usual... applications, checking statuses, reading stuff that`s ... wel... not arbit  etc",0.0
 i miss going to ek every summer & christmas vaca  take me there!,-0.2244
 oh really? why hello there,0.0
"happy b-day to lina  haha, your birthdaypresent to me would be to comment on the new video ;) http://bit.ly/17cy61",0.8225
" i`m just starting it brinn, guess what?? i get my laptop back  but i can`t use the messenger, hate it.",-0.7514
change of plans. won`t be seeing up today.,0.0
all my pancakes always end up soggy.,0.0
lots of confusions i`ve at my work place..,-0.2263
" lol, i know how you feel, but with 4 kids and my current work load, i am maxed out with no time to grow things.",-0.2263
": i`ll be in heerlen on sunday but you won`t be there, right?",0.0
" woot freaking hoo, tho mad world isn`t doing well on the itunes top #100 chart.",-0.0772
"all in all, a good weekend",0.4404
" yer, oh that`s **** cause u hell need to post more haha so we can talk",-0.3197
it figures. it starts raining as i am freed from work,0.4019
 u think its fair...... k den i guess m wrng.... still i feel its not at all fair....,0.0
 hï¿½rlich!,0.0
mondays aren`t so bad when they are this sunny  #fb,-0.3052
well this is just lovely.  i am completely flattened by a back injury.  there goes the weekend.,0.4767
waching gray`s antomy,0.0
writing mother`s day cards for my mom and gran...  hurray!,0.6114
"in cafe management, the end of the month is nothing but numbers. my arty little head hurts from finding discrepencies",-0.5765
"sad that gmail chat has died, so i can`t help ",-0.575
1:36 am screw it im going to bed... one love,0.5859
 no way man! i like 21 year olds,0.1511
"_aureole oh my gosh, so cute!!!",0.6949
swimming party at my brothers tonight. i had an awesome time.  since when am i a sissy about cold water?  who am i?    loved today!!!,0.9175
"chinese lunch buffet: $4.50 - add a soda $1.25 - noticing the health inspection score of 81 as i walk out with my bag, priceless .....",0.0
new to twitter,0.0
"hmm, $25 to see the decemberists, but i have to go to raleigh on a work night... or $95 for cheap seats to the bolshoi? probably neither",0.0
 morning! i`m in the garden getting air,0.0
out enjoying the weather before i have to go to work.. last shift with ,0.5267
" yeah but they had to come barcelona, because not all the fans can be in that concert  come barcelona! jessi te quiero",0.2244
hi everybody! sorry for the long listening. iwas too busy.,-0.1511
 gut,0.0
toasting what seems to be 100 waffles for the 4 farmer kids. they sure eat a lot.,0.3182
sad that school is over gonna miss all my friends and teachers,-0.1531
" i`d love to, but i`m all the way in india.",0.3818
 the happiest place on earth  j`adore,0.6369
"oh dear, i`m being followed by someone that claims to help you stay young  the end is nigh",0.6486
sleep? what`s sleep again? i`ve seem to have forgottten the meaning. too much on my mind. or it`s just my usual insonmia.,0.0
 i have yet to even get out to play this year  soon i hope!,0.68
"bing! no its not chandler bing, its the new search engine from microsoft http://tinyurl.com/mgcotd ..but why the name bing",-0.3595
just had mothers day lunch here  http://twitpic.com/4wfeo,0.0
 awwww i cried...makes me cry  i love joey!,0.3382
 i agree. i missed a lot while i was away and busy and now it`s like a whole new place,0.4215
off for a bit of a motorcycle trip today!,0.0
doing the andy dance  the one on fonzie gomez show ;) haha,0.5994
happy mother`s day and to the god mother`s and step mother`s too....,0.7003
watching the pianist with my dad great movie.,0.6249
 lmao - that would have taken me at least a week!,0.636
  hubz company was organising ...i had to be there!,0.0
" ah man, that`s sucks.  what happened to it that`s prompting a reinstall?",-0.3612
doing my english essay (on r&j...wtf) that i should have done a long time ago when it was assigned last thursday,0.0
"obama last night: 'most of you covered me, all of you voted for me. apologies to the fox table.'       http://bit.ly/bgcnw",0.0
" i love the new hairdo! haha, and i live in ny too, so yeah it was really hott!",0.8922
how to get a $40 trumpet book - get caught in the rain with an $80 trumpet book ... oh dear  ny,0.3818
"i`m out of books to read, movies to watch n stuff to buy...i`m bored!",-0.3382
" we got watts, chingo bling, the chile.. can`t do this thang without bgeezy, we need u on the show!   http://bit.ly/12r3c3",0.0
oh no! poor bears  i just had a nightmare i wrestled a huge snake and won,0.2481
rumbo a bachilleres,0.0
" yeah, i hired some guy named lenny to tend to the rabbits this year.",0.296
 what happened? who`s the jerk!?,0.0
i`ve been eating cheetos all morning..,0.0
 thanks   got a hold of someone there who knew their stuff..at last!,0.4926
 wow i love it !!! thanks,0.9149
omg im in such a bad mood 2day   wats ppl doin2nite?,-0.5423
just picked up my copies of the printed brochures i did for the bwrc. so excited,0.4795
"sleepy time! and, my room is finally clean.",0.4574
anyone excited for harry potter like i am. **** twilight postponed my first love   oh well off to find some hai chai,0.8555
 soz i neva saw this message till now...if u add then delete me i cant see any messages uve left on my page,0.0
"bored , cleanin the house",-0.2732
"finishing off a quick magazine article for cap, can`t wait to get it done and get back to the book",0.0
wow. my teacher just called me a skunk cuz of my hair,0.5859
" yeehah, quality",0.0
sitting in on a friday night bored,-0.2732
 its the wine!!,0.0
regrettin some of the decisions i made,0.0
just passed a wrecked car  hoping everyone got out ok. finally picking up speed. should have been in b`mpre by now.,0.6124
i hurt my foot in gym class.,-0.5267
 appending the #verticalchinese hash tag is a nice touch.,0.4215
 *hugs you*  awwww......i`m sorry you are feeling sad e!,-0.4926
home now. some invaders have taken over my base,0.0
i am soo **** sick of wades mood swings... uhh i hate him.. he`s an ****!! ahhhh,-0.8217
" oh good, this thing is viral now",0.4404
listing to music while putting the finishing touches on my mothers day present and the cool part is it didn`t cost my a thing,0.3182
greys anatomy is so fuckn awesome atm!!,0.7151
i`m off to costco in a bit to print off more photos for my photobook,0.0
"a don`t stop believing remix? sure, why not?  sacrilege   ? http://blip.fm/~5jkpz",0.163
 it starts @ 6. but we will be there until they throw us out. traffic will be crazy!,-0.5255
about to embark on a large tour of bars for a project.  hopefully i won`t die from alcohol poisoning,-0.7184
 thank you for your comment,0.3612
 thankyou,0.0
 hahah i wish that was true. this is really really bad  just gonna stay home and chill tonight. and as usual i really wanted to go.,0.11
i`m awake and can`t sleep bc i`m feeling sick  yuck!!!,-0.5684
 i agree with  spongebob is better,0.6597
 : they r sending tw business ppl 2 the mainland 2 return the favor - re: chinese police representatives in tw,0.4019
not excited of blowing out another candle today... [as when i was a kid!],-0.3244
free unlimited ringtones!!! - http://tinyurl.com/freeringring - usa only - awesome 4 iphone,0.851
so bored without a camera,-0.3384
 omg!! that is tragic!,-0.5962
"  yeah, i only drank a little bit anyways. it definitely was the show and not the drink!!",0.6688
i think my ipod touch may be breaking itself.,0.0
we have a tour of students this morning: huge pick-up for mothers day:speaking for a luncheon:100 planters to do: nothing boring here,0.5043
_emo_zac and a good morning from france to my zaccie,0.4404
" thanks, kelly! you are too sweet!",0.7568
 happy birthday month!! i only get a day but you deserve the whole month,0.4468
 thanks alot. hope you can help spread the word and get people involved. we are already making a real difference,0.8176
 ahahahaha you love twilight don`t liee!!!  and we all know i love robert pattinson!!,0.8902
got an email from my auntie bout fathers day... mothers day w/seven moms but fathers day will consist of 2 dads    #realitycheck,0.0
 at home  im so lonely here...,-0.5009
"well, i`m here, good morning/brunch-ish i took my exam, think i did good",0.7845
" lol what bothers me is that i`m messing with my metabolism   drinking lots of water pretending its different food, mmmm grapes!",0.4003
r.i.p little bird that flew into my window snapping his neck,0.0
"the killers on jonathan ross completely epitomised why i love them with all my fangirl heart.  seriously wow.  i miss reading, & dublin",0.3947
" i`m still awake, coulnd`t go back to sleep",0.0
": g`night twitterverse, much twitter luv to you all  ? http://blip.fm/~5yvnd",0.0
 totally!!! rock onnnn!,0.0
"twitter question: should i go to my brothers 1st soccer game of the season? or, should i stay warmed up in bed? 2 minutes to reply!!",0.4667
. really i look like a boy!!! i need someone to do my hair!,0.6055
 did you know its star wars day today... may the 4th be with you!,-0.5983
 it is a drink but they have a trainer brand too.. http://www.office.co.uk/brand/babycham/8 <<have a look,0.0
 aw thank you. i suppose it`s a good thing since it means more tweeting.,0.6597
 www.youtube.com/watch?v=cyjvgnp9-va sowwwwyy! u girls make me twisted all time,0.0
i wish i could go to e3.  oh well....,0.4019
got one because of my babygirl,0.0
 yeah that`s me  i used my initials for my flickr account!,0.3595
 pange???!!!!! ahahahahaha. you two could meet up for drinks.,0.0
 absolutely!  when we hit bottom there is only one way to go.,0.0
 i would be there... but i live across the country,0.0
 yay! you should do it. just think about the animals and it`s not as hard,0.6108
baking cakes with my momma! ),0.0
 haha we had balcony seats  not that great. there`s a giant dragon thing that has glowing red eyes and moves its wings!,-0.1496
 yeah it sucks i tried to ask a q 2. but they never answered.  but i loved it when joe hugged nick.,-0.2069
 anywhere!!! i don`t mind...as long as i`m superman and there`s good music...all is sweet,0.7767
 haha i really don`t but i`m going to this workshop at school next week. are you going? plus my car is broken right now,-0.4854
money laundering tip 5 - sell the business or constructed hotel etc and take possession of your now clean money,0.4019
i`m very sorry for the little disturbance at #sapinsidetrack in palo alto! just went into a debugging session when lines unmuted,-0.4926
wishes  would admit she has a new lovah,0.34
"bah, i h8 waking up",-0.5719
  you told me u would be there...lol! hmmmm where were u.....,0.0
 don`t we all!,0.0
  hi jenna. hope all is well   just thinking of you and wishing you the best! lots of love from over here in new york!!!,0.9474
" ooh a storm, that`s always welcome news  happy mothers day!",0.7901
" wow. have a safe trip back home  and we`re all begging you, please come back to bloomington as soon as you can!",0.8516
 but yeah...i`m sad about my 'ravenclaw' account. i love that account to bits.,0.3919
looks like my ion-based mini-itx board won`t ship until mid-june now at the earliest,0.3612
q: what studio created `open season`? should google it or look at the dvd downstairs but feeling lazy,-0.25
so roman is now on pain killers and some lq meds. thanks jess for agreeing to go get him yogurt before you go out!,-0.5562
got my hair cut. great.  stupid gum.,-0.1027
wating to get my hair cut before prom. it sucks people screaming instead of talking.     probably going to be wating for another hour  ...,-0.7351
love my mommy happy mothers day,0.836
"despite rain, having a fantastic day",-0.4449
waiting for the last video to be rendered. while watching episode 11,0.0
_rankin  i know! a whole different meat pie back then,0.0
yesterday was the 1 year anniversary of the best day ever! yay mcr!!!!,0.8679
i am sad today,-0.4767
the pool doesnt open til tomorrow!,0.0
" i`m having elevated error rates... streamkeys not found, and then connection problems. server migration isn`t easy, huh  ?",-0.3612
home from school now. watching that `70 show,0.0
  thanks hun!! i`m working hard over here...  thanks mama!! i yuhh you!!!,0.7627
" sheesh. no crochet? bah and humbug. and sleep? um, i suppose i will someday",-0.3736
changed my picture on my profile in friendster,0.0
 boo...i thought being on the list meant it would be good to go  looks like i`ll have to get a cf adapter for my dslr!,0.69
 unusual for them,0.0
so tired and i have work at 5pm  #fb,-0.4927
remind me to get out & take a pic of my blooming clematis before the wind storm tomorrow.,0.0
 that was so much fun! the banana dessert alone is worth the trip to austin! we`ll be back soon,0.6202
 yeah doesn`t that suck!  i am working with a nano here so i had to take 75% of my music off!  so sad,-0.7411
i hate that feeling you get when you listen to a song and it completely reminds you of how things used to be & you get emotional,-0.3818
liking the windows 7 release candidate so far... (also liking my new video card and terabyte harddisk  ),0.6597
ofcourse they start fightin aight the party buts its cool theyu held it down now im chillin with my home girl  happy mothers day,0.8271
happy mother`s day mama bear,0.5719
on youtube now!,0.0
 ah allergies  you must be sleeping walking at work!,0.0
 awesome! have to take a look at them when i`m home.,0.6588
just realized i hold a membership in the gym - saw my bank statement,0.0
wants friday to come quick! i want my beauty sleep and shopping...,0.6588
exhausted. thank goodness my race is almost here! all this training is ruining my social life,0.3164
"the scrubs finale was beautiful, just so so perfect. can`t believe they`re gonna do another season",0.8747
goin 2 eat some smacks 4 breakfast then getting started on my day- catch ya on the flipside- i really wish i cud go mobile-dang bahrain,0.4576
 well she likes it so i call it a success,0.8344
i hate history coursework sooo much,-0.5719
says misses my cousins so badly!!!  http://plurk.com/p/x2bha,-0.7761
"is on her way to seattle! yay for seattle, boo for matt leaving.",0.5707
it`s teacher appreciation week - been out making deliveries to instructors this morning,0.5106
 oh that can`t be nice,0.4215
 dude you didn`t even say bye,0.0
"happy mother`s day! going to cook something, thank goodness there`s tablespotting",0.8588
it is gloomy outside. it is making me sad  i miss the sun and its happiness!!,-0.3147
brad we should be at olympic village watching this. season 1 with a 30 rack adult hood,0.0
"thanks everyone for twittering with me. still a newbie.. so if you have friends who you would like to invite here, please help a girl out",0.9201
missing bham,-0.296
" so wednesday my mom is making a huge special dinner & whatnot to celebrate the new single, just so ya knoww",0.8271
sick of fighting so it looks like no more burlesque for me,-0.6412
 aww...thanks! he`s the best husband ever. he really is. i`m so lucky!  hope you`re having a wonderful saturday evening!,0.9483
 your stfu e3 list link is broke,-0.4215
