,text,score,length
14665, used is definitely cheaper... may have to get later ones that way... but new is ok for now...,0.5647,94
11952,didn`t realize animal kingdom closes so early at 5:00 today. now i`m stick in the exit traffic,0.0,94
11311,happy mother`s day to all beautiful mother. may your love shines the world  thank you mum.....,0.936,94
11367,u know i didn`t care for that wolverine movie and i`m a xmen fanatic. that joint sucked to me.,0.0516,94
22958,greenville for the weekend for my best friends birthday and leaving way later than i wanted...,0.8074,94
25122,i just realized today was my last day to see my best friend tanner im goin to miss him so much,0.7783,94
19070,worked out for about an hour.. nothing to hardcore. sitting in starbucks waiting to start work,0.0,94
17248," yes, it will finish at 7:30 tonight. still the food has been great as has been the discussion",0.7783,94
18417,aight im out. off to see spring awakening. home we make it home in time to see jay`s last show,0.0,94
6487,is jealous of his family  their all having an amazing breakfast and all i get is rice crispies,0.2023,94
15639," i know... sometimes it`s just letting go of it all for a while that makes the difference, eh?",0.0,94
15772," that`s cool, i`d be happy to contribute to any future articles. enjoy the rest of the weekend",0.8481,94
12796,@_peanut_ thank you. now we`ll just have to see how long it takes me to finish the **** thing.,0.3612,94
18778,  congratulations  were you being mindful through the run as well or / and listening to music?,0.7184,94
14248,a very happy mother`s day to all mothers out there! mamma mia - abba   ? http://blip.fm/~5z5uw,0.474,94
3860,p-nutt got a new collar and leash today  http://apps.facebook.com/dogbook/profile/view/1034415,0.0,94
21146,i have a headache. also we are dealing with a lice outbreak. my lovely hair has been affected.,0.4939,94
12923, that`s great! i will have to do the same as i was forced to miss it. i had to leave for work.,0.1511,94
3155,ugh! plane delayed due to weather!  stuck with another hour to kill.  http://twitpic.com/67xs0,-0.8997,94
9195,watching the original sabrina the teenage witch movie. so different from the series but so rad,-0.0258,94
4457,decided that wolf in a future star trek logo game would be much cooler than chewy in star wars,-0.5574,94
18496,watching 'say anything' - great `80s movies and the starting point of my love for john cusack!,0.8622,94
10310, ohhhh! ok! thought that i was going nuts!! maybe they will pass through here on the way back!,-0.3111,94
14615,"  ya, it was pretty bad. not sure when i will get to go visit. we have been super busy lately.",0.3895,94
17440,sinse i had dis thing..not 1 reply not 1 message. nuffin! pshh who cares..i know im special  x,0.4574,94
7704,hey i`m on facebook come check me out http://bit.ly/17jiy8   tell me ur username if you add me,0.0,94
17505,"brother`s back!! && i found this really small dead bird on my deck  so sad, i basically cried.",-0.9188,94
24132,don`t you hate it when you finish all your work and there`s still 1.25 hours left of work time,-0.5719,94
8948,it`s mother`s day! went out to lunch to celebrate and then went shopping for a gift for my mom,0.784,94
17046,making yet another attempt to attend church on a sunday morning!  looking forward to it y`all.,0.0,94
6743, thank you!  the best to you and yours tomorrow... i hope you all have a lovely day together!!,0.9357,94
5125,watched `the boy in the striped pj`s` the other day too..one of the best films i`ve ever seen.,0.6369,94
9477, muhahaha you`ve joined the tweet cult... lol heya  btw twitterific is a good iphone app i use,0.6908,94
23615,i dont wanna get out of bed i wanna go back to sleep.. i have to open the store at work though,0.0,94
25704,"feels the same way about cherry-flavored items as shannt does about grapes. strange, but true.",0.5106,94
24810, i think i`ll be home more than i want to be next week - no work booked in for the forseeable.,-0.1585,94
21970," i will take pics soon :] also, i would hang out with you everyday if we lived near each other",0.4939,94
17205," wow, you were here? why didn`t you tell me? j/k  that`s cool though; i have yet to see one...",0.8426,94
4902," i have no doubt, darlin`!  just wish you could find a boy worthy is all!  you`re good people!",0.6884,94
20603, hope you feel better! if your alone we can talk until your ready to go to bed...i`m alone too,0.68,94
7386," i know. but like i said, i have no idea how long it takes for them to investigate this stuff.",0.1154,94
5457,"finally finished my **** film final!!!  (well, all except 1 part, but idk how to do it....) :/",-0.6784,94
6751,i want to buy this great album but unfortunately i dont hav enuff funds  its 'long time noisy',-0.2646,94
10250,8:30pm... it has just hit me i have school tomorrow :o ahaha! i`ll stay on til 9 i think  ****,-0.1759,94
18379," i just retweeted your jesus post as it made me laugh... don`t worry, wasn`t a subliminal code",-0.4404,94
20679," look, no matter the ethnicity, women are something else!  fellas, can i get an amen? *dueces*",-0.3382,94
24953,hm. have you ever realized how incredibly over-rated tokio hotel is becoming? it makes me sad.,-0.4767,94
7199," by the way, just saw u on ellen yesterday. here it`s late comparing to usa. u were awesome!!!",0.7163,94
8249,"next movies for me : terminator salvation and transformers 2, gonna be a meka spring this year",0.0,94
26931,character designs complete! .... in about a week we`ll give another sneak peak... stay posted!,0.0,94
857, been there done that. it always ended up with me selling the machine and going back to my mac,0.0,94
17931,followed by the great super mazembe. one of the favorites around here  ? http://blip.fm/~5jkbp,0.8957,94
27175," did you decide it is a sprain? mine has been bothering me again, but never had it checked out",-0.2023,94
850,went to see hannah montana movie on saturday  loved it .... still cant work twitter out though,0.5994,94
20093,"arrggghhh...dang post office.  did not get the package in yet, may have to wait until tomorrow",0.0,94
23928, it`s been doing it for two days. we have a comcast technician scheduled for tomorrow morning.,0.0,94
22144, anywayss to the point i am dying to spend my summer over there or somewhere hot with you guys,0.0,94
22904, love it! really its simple i think of a word and put twi on the front i should be more clever,0.831,94
11499, those were the good days the jetsons comes on right after finltstones ! i missed it today tho,0.2481,94
6503,you should retweet others good tweets at least 10 a day to get involved into things at twitter,0.4404,94
446,"  that makes my day so much better, it`s been a rough one. did i mention i love the new photo!",0.8258,94
19574," heh, thanks for that adorable plug  *cough* more info at: www.samstephens.com *cough* *cough*",0.6705,94
8975, you guys rocked it tonight in la!! love ya guys and cab wait to see another awesome show soon,0.8715,94
23957,"hummmmm..... ohh  i miss you so much!!! really, but i hope you have a nice friends, like us :]",0.9692,94
22339," but it is our reality  , we must survive. what doesn`t kills, makes stronger. pa`lante lore !",-0.3903,94
6083," hi angela, can you check your email? i need one thing from you (sorry if it`s your day off  )",0.0,94
26705,practically my whole body burns... i can`t bend over or make any sudden movements with my arms,0.0,94
26154, kat stewart did a great job with a great character not that i watched #underbelly in victoria,0.8481,94
24846,sitting at the connection listening to the employees reminisce and mope about their last shift,-0.4404,94
10916,nobody does it better than www.traveljunky.com not even half as good   ? http://blip.fm/~5jv7j,0.7003,94
17564, think so but my boss is in switzerland all week. going when she returns  ira gonna be awesome,0.7684,94
3362,its ok  saw u with joey thought u looked interesting like the same things on  #sanctuarysunday,0.7506,94
26278, hey! it`s so funny - i stopped to get a coffee on the way in and spilt half of it in the car!,0.4848,94
8612,has that sinking feeling that it`s all about to go **** up.....bracing myself for the comedown,-0.0772,94
26935,   we were all set to get a room last saturday! i can`t apologise enough for missing out deccy,0.1759,94
17730,"weekend, bought lost odyssey, yay  ------- however, my 360 rrod`ed on me  it`s the second time",0.2732,94
5430,going out for the good ol` `soak` tonight for a mothers day feed.       in love more then ever,0.7964,94
167,big booming thunder storm almost here.  maybe we can all go home early???  ah... probably not.,0.0,94
5057,sleeping on the streets of nyc for a celebrity...nothing new. wish i had a huge blanket though,0.6124,94
25620,made $30 tonight watching 2 little kids swim and watch a movie!!! haha i love babysitting haha,0.9017,94
8526, he was always a bit smug as a whistle-blower. the 9-11 denial stuff is pretty spectacular too,0.6124,94
6917," http://twitpic.com/67owu - nice - i had tickets for tonight`s game, but i`m staying home sick",-0.5499,94
3823,looking for accessories for my #livescribe smartpen.. not many sources here in germany for it.,0.0,94
5431,"i`m fighting off feeling sick. hoping it`s just tired. i`m really not feeling too well, though",-0.6921,94
6000,twitter connected with facebook   http://twitter.com/paynetsystems & http://tinyurl.com/dagmoq,0.0,94
20642,time for tv in bed.then spending all day catching up on studying  i hate online summer classes,-0.5719,94
16864,to spend the weekend...to not spend the weekend.....that is hte question that is on my mind...,0.0,94
26954,"homee from wango tango, i had fun  really tired now. wrapping moms present and passing out. <3",0.4601,94
895,and dont tell burnsy - but no comparison between the rocky mountains and mountains in enlgland,-0.4215,94
10387,"uploading photos. ughhhh, i have to go to school early tomorrow. fml. but woo excursion. i win",0.8847,94
21279,got my new phone - now to program everything since my old one had no memory card like this one,0.0772,94
16181,had a nice dinner with the hubby and now on our way home  45 min drive out of the city. *sigh*,0.4215,94
22173,excited bout going out 2nite but bummed cuz im da designated driver. so no drinking for angie!,-0.5254,94
22699," urm, ouch, that sucks. you need crutches?  what happened? i hope you get/feel better soonest!",0.6062,94
5651,screw it i`m going shopping. i`ll be back by like 3 anyway and then i`ll do hard core revision,0.1779,94
15718,"  thanks sissy!!!!!!! be sure to check ur myspace tonight, it`s gonna be something! luv ya!!!!",0.7482,94
24650, my cousin is in jail for shoplifting and drugs she is 16! im upset please help me feel better,0.68,94
26381,playing the game of watching straight people hook up but can`t leave because of another reason,0.1406,94
10944," that sounds pretty sweet, you too must be loving it! yeah man that sounds cool, keen for that",0.9468,94
7625," ha, fun! i think iï¿½ll rewatch (parts of) season 5 today...in preparation for 2morrow night!",0.7418,94
427," yay, three followers! good to know more than one person in this big wide world likes fishies.",0.8553,94
23024," omg! is it mine? omg that`s so gross, i`m so sorry! i totally forgot about it until just now!",-0.7551,94
20507,i have one less follower  that makes me sad and i feel like my life is dull and uninteresting.,-0.5106,94
25757,good morning!  i hope you all have a good day today!! although its a monday... be positive! ;),0.9368,94
4274, i tried listenin to music 4 half an hour! tried readin a really boring book-still wide awake!,-0.49,94
4819,"finally gave twitter a try, will find out why is it sooo popular ... hope i wont be too hooked",0.6908,94
5237," she must be able to tell we`re reprobates, despite your endorsement. she sounds pretty smart!",0.6405,94
11817, i have started saving my tumblr drafts because that happened to me this week and i was so sad,-0.6113,94
24909, im good! im on my laptop using and external internet plug. i need to send it away to be fixed,0.4926,94
4336," wow, you mom has a lot of energy. i`m getting tired just reading your tweet and ur living it.",0.4588,94
18871,"darn it, i`m craving wedding cake... a craving that`s very hard to satisfy with anything else!",0.4334,94
25243,  gutted i miss that! the one night i try 2 leave early  lol! friends visitin were tired haha!,0.7249,94
15503,show was amazing. so cold out now  hope i can give victoria my card and get my dvds back ;) ha,0.875,94
15939,'it`s not **** if you scream surprise first.' - my customer just said to me. haha.  (via )lmao,0.34,94
19183, in our vedanta class we have a saying 'chit happens' (chit being mind vibrations or thoughts),0.0,94
25557, yes please and check out your position on the locations map when added  - http://bit.ly/ttvn2,0.6124,94
4795," now i know why it didn`t work, just not too keen on paying though for a 2ndary social network",-0.2755,94
8884,_man im fully obsessed with their burritos enchilado style. my mom doesnt wanna go with me tho,-0.2484,94
16836,_2008 lol oh dnt worry u`l be able to squeeze it soon enough!! hope you have a good day today!,0.7633,94
18758, targeted browser for what?! i just read that windows mobile uses the ie6 core as its default.,0.0,94
5423,"didnt enjoy having to say goodbye to alex, v emotional times  but the sun is making me happy !",0.703,94
5058,that was an interesting show to say the least. recap tomorrow. first i must sleep. work in am.,0.4019,94
2675,_mcfly how cool will that be  she is so nice!! bless her=] so what ya upto? love you (l) xoxox,0.9297,94
22222,buenos dias mundo de twitter  eating b-fast and watching 'sex on fire' video b4 i go to work !,-0.4003,94
448,is heading home from foot surgery and wishing she had a boyfriend to come over and cuddle with,0.2263,94
8687,_rabbit_ i have been begining to think you are showing signs of becoming a sped haha  love ya!,0.8172,94
26333,had the best italian meal ever last night! twas godly! i thinks we may get our kitty cat today,0.6988,94
11799, aww  i wish there was sun out here. then i can get a tan!!!!  (walks it out) go meee go meeee,0.5951,94
23027," ur welcome sweetie . anytime . i need to find a way to get more followers , i don`t have many",0.7351,94
1164, aaaaaaaahhhhhhhh i hate the internet  when will people learn 'native widgets are always best',0.128,94
4329,right now on my justin.tv channel: 10 weeks until my gf has a newborn  www.justin.tv/kubbur?20,0.0,94
21405,"@_everblue she actually posted again to say that it was the 2nd and not the 4th, so nevermind.",0.0,94
16661," that`s a great point... but i`m not **** in any! woods, sara... you should know better.  haha",0.8932,94
12804, i`m using paint.net x64 and it`s running crazily fast - can`t afford cs4 unfortunately... yet,-0.3612,94
20881,"ok, seems i need to remember what account i`m posting as..... that last tweet was a _fc tweet!",0.3595,94
24661," pleaase dont start dating her, that would suck, then disney kids would listen to ftsk. thanks",0.0,94
13837,cleaned the screen on my new pc dos machine and took another 'screenshot'  http://bit.ly/qlzp2,0.0,94
1941, http://tinyurl.com/64ozr7 :: from ate kaila ocampo  of the.rainbowholic.me&&eerie-silence.net,0.0,94
4414,morning!  well excited dancing down the park todayyy! should be good!  wooo c`mon venue!  ****,0.8209,94
4785, opps try that again the keyboard is all back to front  mac to pc and back madness really chef,-0.4404,94
15905,"_____ re:firmware. heh, just a coincidence. i didn`t do anything. maybe the sw guys heard you?",-0.1531,94
16961,now every saturday till 8/4 for work.  sucks. and no friday or monday off for july 4th either.,-0.5719,94
8207, you should see the morning rush forum`s shoutbox. overheat bcoz of campaign! flying skirts!!!,0.0,94
11610, thats nice. my cousin just left my house. he has daughter`s their all daddy`s girls. so sweet,0.7695,94
5389,i saw my credit-card statement. maybe i should receive the unholy aiden fan package!! yaaaaay.,0.4374,94
11859,_bloggerific ha!  nice try.  i will outright deny any accusations.  but good luck with that...,0.8553,94
23781,stoped broadcasting on blogtv coz they all left  and was on my own and one one came any way xd,0.5859,94
21115,today has been the longest day ever! going to sleep.. beach bound tomorrow  good night twitter,0.4926,94
7638,right now at my second gig !!! sippinn on guess whut ? water  we sta focused we are on the job,0.5386,94
23673,monday morning  lots to go out.. just waiting for a mate to add a style to my table and im set,0.0,94
10026,"last leg of my travels today. totally exhausted, but thank goodness 'ed' is keeping me company",0.775,94
20973,i have had the worst headache ever in the history of worst headaches today!  man i hate those!,-0.9258,94
24033,  why canceled your performance on letterman? i`m so sad because it is less an option for you.,-0.6113,94
19686,  i`m starting to feel depressed with this hurricane talk... i`m on the front lines down here!,-0.5562,94
8061,"my nose is runny, my head is pounding, and teeth hurt like a ****. man. @-) i feel awful.  =((",-0.5994,94
10316, i just wish  would send a bruh a dm `i won`t be on til` so i don`t waste my erection on a bot,-0.0972,94
10032,they are unloading a leopard tank just next to my office window. hope i didn`t piss off anyone,0.0516,94
15626, i guess it`s easier said than done for some people.....myself being one of them unfortunately,0.1027,94
14848, everything is near here in sg! but you have a point--sana hindi sa jurong east ang office ni ,0.0,94
18530,at work i don`t like today its nasty outside  can`t wait to get home today and clean my house!,0.2244,94
21453,ugh... dunno why im just not in the best of moods... how do i know if i have allergies? meh...,-0.5216,94
13155,_melbourne sounds good! say hi if you run into me there! i`m always always having coffee there,0.5399,94
26169,"ahh, sunshine.  just deleted 404 spam emails from 2 days - now off to bbq in sun  wonderful...",0.1779,94
14235," glad to hear you`re okay. could have really hurt, by the sounds of it. is the couch okay? lol",0.6003,94
20281,"i must have applied for about 20 jobs every day this week, why won`t one of them contact me???",0.0,94
21920,not ah huge fan of getting up in the middle of the night to change peed sheets and underpants.,-0.4449,94
11569, hmm.  my vpn works fine.    (oh.. wait.. i don`t need vpn anymore.) http://tinyurl.com/cao6tu,0.2023,94
17303,really hates delayed trains especially 44 minute delayed trains. now going to be late for work,-0.7615,94
23264,ok guess i need to do actual work now.  how long until 5 pm? oh no. i may have to ditch early.,0.0,94
14904,"made it into leadership, buttt i`m still not happy! how can i enjoy it without my best friend?",-0.7258,94
8906,_happy_emox lmao. lucky! it`s 10 minutes on foot for me  ewww..... school.lol. on the bus now.,0.7901,94
9114,"i`m in the garden. making pictures, weed an sweep. the weather is nice!! see you l8ter people!",0.5684,94
5160,"one of my favorite, most relaxing songs to wake up to: http://tinyurl.com/c8fr3e good morning.",0.8553,94
4071,"  i care about eurovision! and yes, they have a 50% jury-based vote this year  #eurovision2009",0.7345,94
22376," enjoy springsteen, i`m seeing him at glastonbury in june!! give us a report when you get back",0.5837,94
15457, i selected 4 people today out of my list. out of 300 or so i picked the 4 that made me laugh!,0.5983,94
11168,"for some strange reason, `paranoid` sounds like u2. but i love them too, so it`s aaaaall good.",0.908,94
21451," ah, i`m so sorry it  i played a game of psp with my friend tonight, and returned a while ago.",0.6276,94
4095,revamping my recording studio today and adding some nice high end outboard gear...very exited!,0.4753,94
25352, girl you stay inviting me but not doing a follow-up hahaha... no phone call to check up on me,-0.2846,94
21415,"oh, and i`m obviously back on my stupid sleep schedule. luckily church isn`t until 2 tomorrow.",-0.0258,94
25995,"time for the hittin` the hay  later tweeps. ala billy cunningham, you are all great americans!",0.6588,94
20572,im watching tv at home wishing i could get a chicken shish delivered but not go enough pennies,0.1154,94
24057,"calling all mothers, calling all mothers...get your butts to bed - the kids`ll be here tomorrow",0.0,95
8288,"coach says have come along way, faster that alot of people  oh yeah whos the man. ohh very sore",-0.1513,95
25379, those photos are lovely! who knew you were as talented a photographer as you are a journalist!,0.8264,95
19461, love you loads hun ) hot weather gutted i aint with you now chillaxing  but we got tomoz  xxxx,0.3818,95
21083,currently working on a collab with alynn carter called lost inside which i`m very excited about,0.101,95
7666, alright - was only joking - i just said no wine here  - fool me maybe? - i don;t like drinking,0.0772,95
26575,enjoying the happiness of this special day. another day that i can make the best one of my life,0.9313,95
26738,  i hope today just flows through and lots of nice things happen at work so you come home happy,0.8555,95
24438,17 hours left of being a teenager.. and ill be sleepin for 8-10 of those hours.. how depressing,-0.6597,95
4033,"_beez - i`m 20% hetero-challenged, but still didn`t care for 'milk'... i thought it was boring.",0.3291,95
5411,ahh! members of the toasters and  playing with void union! sick! i missed  and we are the union,-0.6784,95
18249,_sian lol. i don`t have the benefit of sky+ and hubbie was watching them so had to sit thru it.,0.7003,95
8684," i know, but i`m on rogers and i`m pretty sure they don`t have the same agreement with twitter.",0.9109,95
8967,"it seems like everyone us watching x-men now, i feel like i`ve started a revolution  feels nice",0.7783,95
11307,updated blog. shows you should be watching: the unusuals http://digg.com/u12w7c go check it out,0.0,95
20315,why am i completing facebook quizzes at this time of the morning... especially a friday morning,0.0,95
6046, aww... my mom will appreciate it   much the same to your familias! when do you leave for tour?,0.4199,95
2638, chill its da rihanna bob. if it was 16 in i`d have no problem!!! lol. r u at school all summer,-0.4545,95
24182,back home early for once  - wow this thing is getting addictive..................**** u phil xd,0.8225,95
26048, i walk to & from work...about 25 mins...think that makes it worse   improves once indoors tho.,-0.0772,95
122,"not looking forward to next week: maths, geography, english and french exams, totalling 7 hours",0.0,95
24181,'ooh-ooh... it`s shiny'. an dmore awe-tastic quotes from the best animated movie ever coming up,0.6369,95
24528,cant stop playin` in my head  -- pussycat dolls jai ho ellen degeneres [hd] http://bit.ly/hxlfm,0.2235,95
11419,"holy **** it`s super sunny, friday and whitsun, my tube is deeeesearted. wish i was in the park",0.8555,95
5265, although i know he would never be okay with a homebirth. moot point since we`re done w/ babies,-0.1695,95
21748,dfizzy if you ever read this uh i got one question for you ^^ would you ever date a fan?  lmao!,0.7574,95
23112,happy mother day to all the mother`s in the entire world we deserved a day just for us right...,0.5719,95
4661,"got in a fist fight with a old biker guy.......and how dare you even ask, yes i kicked his ****",0.0258,95
10451,"has just finished uploading my latest chap  finally! now, off to watch the new happyslip vid :3",0.5562,95
21822,o dios acaban de tocar the pains of being pure at heart en el primavera sound  life is not fair,-0.5806,95
10455,"3 live p2v migrates, 5 vmware vsp exams, and a magento config, a quiet weekend at party central",0.4019,95
14101, that was so much fun! the banana dessert alone is worth the trip to austin! we`ll be back soon,0.6202,95
10458, just read that message about u being at stephanie`s in greensboro.....love it! i miss my home!,-0.2924,95
24637, on another note i totally love this pic of you and your dad....old pic -  http://bit.ly/18aeg8,0.6697,95
2308, dude.  you`re a hax0r!!!1!  you should put final cut pro on there and tell me how stable it is,0.3111,95
23545,"was a little slow to try this one, but ben & jerry`s mission to marzipan is a bit of a letdown.",0.0,95
9309, i have been to tara thai a few times for friend`s birthdays and the food i had was pretty bad.,-0.0772,95
13990,how to get a $40 trumpet book - get caught in the rain with an $80 trumpet book ... oh dear  ny,0.3818,95
24990,got back and putting in the laundry. we got in there last  o well as long as its clean. #dsaa09,0.5859,95
18869, amy meredith has a soccer team? well i also have news about soccer. my team won aswell!!  ****,0.7494,95
23538,is really sad about her nephew  but keeping busy sorting out items for bwm! http://bit.ly/n9tsm,-0.3587,95
9092, i will watch that at some point. have it on hd but stace also wants to see it in hd so waiting,0.0,95
7558, ! he has a favourite! you`re his favourite ;) omgaah.   sorry for creepering? ..not really lol,0.6459,95
24994," no not proper, my dog barks too much & jumps up & its all my fault for not being strict enough",-0.5994,95
4648,"_chip that`s right! i totally forgot. might not be till august, though    have a great summer!!",0.7163,95
902,"ok, back to packing. have been sitting in car charging phone as charger was left @ home as well",0.5106,95
6337,spent all morning watching eddie izzard`s glorious! so funny... realli shud hav studied thou...,0.6696,95
11424,getting used to this shoulder immobilizer thing. even getting used to sleeping in the recliner.,0.0,95
8603, ciara was great at snl..kim...you were mentioned on snl tonight..justin t was really good also,0.807,95
1313, you could say that. i left it in vt and have been blackberryless since tuesday night. i`m lost,-0.3182,95
4427, actually i think the na release date was confirmed for september so it`s a bit more of a wait.,0.0,95
469,just woke up :o mums singing to her new gn`r cd replacement i bought because im a good daughter,0.3612,95
20458,wtf why am i just getting up now? hm:tm today  but before that... revision revision revision :/,-0.6705,95
11958, awww  well i am here...just in case...i am not like the perfect funny friend but i`m here hehe,0.2607,95
27289," unfortunetly no  i wish, i mean sometimes like twice a yr they`ll have a party, but not always",0.431,95
13260,getting ready for my graduation party ........(id much rather be at hello marquee or dane cook),0.6369,95
970,"so glad it is friday  two classes, then lazy afternoon. too bad it isnt nice and warm out today",-0.6913,95
15082,in this exact moment i have decided that in some point in my life.. i am going to adopt a child,0.1779,95
7961," you saw that fraktastic zoidberg painting that was tweeted around last week or so, didn`t you?",0.0,95
8345,i miss mcfly last night so much!! i was front row centre  danny was making me laugh so much lol,0.7692,95
3605, the washer se chingo  ha  ha!! i`m busting my grandma lucia waaaaay back in the early 90`s lol,0.8011,95
20854,"is up, coffee in hand with laminate floor to lay then footy to watch and play, living the dream",0.765,95
13631,"i left a chocolate egg sitting in my office, and now it`s calling my name......................",0.0,95
19400, have someone help you with the makeup...you gots to go out looking fine  and have another shot,0.5423,95
20343,"okay, got the card, but my phone is **** up at the moment.  please use email to reach me, sorry",0.4767,95
14868," well it sounds delicious! i`ll be laying out on my patio tom, sans pool!  enjoy your burgers!!",0.8798,95
13647," i`ll have to watch it soon then!  an i love, new york? sweet! i`ll be on the lookout for that.",0.8309,95
26100,loads of little jobs to do today.  going to be playing walking themed music today from brickman,0.2023,95
14601," if i knew it was gonna be this kind of party, i would`ve stuck my **** in the mashed potatoes!",0.1776,95
12251, they`re for my mama  i always bake late and get worried that the mixer is gonna bother people.,-0.5574,95
19138,"_bop and that marisa mauro can go use a banana as a ****. srsly, some people are such arseholes",0.0,95
23919,all the money in the world could never make me as happy as being a stay-at-home mom with my son,0.5719,95
4013," yo there ,if you guys want to make a road trip look me up in waraw or u wait  too long  taipei",0.0772,95
6439," i`ve never seen any of the x men films but they are supposed to be good so i thought, why not?",0.5927,95
1626,"remember, dont let your small list cover your big list...its too little to even worry about it.",-0.3892,95
22003,"working, listening to music,testing out a new singer/guitarist tonight, let`s hope for the best",0.7964,95
15846,"yeah, it was a silly mistake. at the end of a long day, etc etc. they were brand new pliers too",-0.0258,95
22082,another fun night!!  chilled wit my homie @ green turtle n the park....good times...good times.,0.5972,95
13952,well this is just lovely.  i am completely flattened by a back injury.  there goes the weekend.,0.4767,95
19317,needs 1000 words for 502 part 2 .... then freedom ..... until another few assignments and exams,0.6369,95
9392,my new landlord just called.. i cant move in until tomorrow morning  way to rain on my parade..,0.0,95
10697,caught up on emails for my research project.  yay for labels and search in #gmail.  much easier,0.7351,95
682,"_kill_boy oh sorry! not getting all my replies  nothing against you. and yes, i do know nirvana",0.4003,95
4020,i`m sad twits!  i`m going to miss  musiq soulchild and anthony hamilton! ugggghhhh i love them!,0.3348,95
25412," you need to play something from mary poppins at them, everyone knows that`s how rooms get tidy",0.34,95
10699, glad you liked the gmail add-on too. we visual people like the asthetics to be right don`t we.,0.8074,95
3312,"well no phone today, we are waiting till june 9th to get a better deal sooooo  but its all good",0.6956,95
19188,"http://twitpic.com/4wsjr - leisure bay beach  (i see the pic. wasn`t uploaded last time, grrr!)",0.0,95
21199,some1 said if your not online your a no1...if you are online your a no1.. can`t bloody win  lol,0.5719,95
13692,good morning guys!  dont forget: today is mothers day! mommy? i love you ! youï¿½re the best <3,0.9497,95
20726," its great when locals stop you to ask for directions, and even better when you know the answer",0.7003,95
3307," naw, it doesnt match up lol and i have no shenanigans to discuss...  but i did do the thing...",-0.3107,95
13054,in my nice big bed....ipod on play....soft music flowin....sooooon will be in fancys dream land,0.5859,95
5769, kenny u alive!!!...i`m here getting da hair done..to bad i`m not chillin w/ u todat  kinda sad,-0.8011,95
11602," well aren`t you just the kindest people in the world  unfortunately, i have no such enquiries!",-0.4199,95
2105,feeling like romeo and juliet with bryant and wallinwood as the montagues and capulets...   #fb,0.4588,95
6074," jungle book, mary poppins, or bugs life - depending on if you want cartoon, live action or cgi",0.0772,95
10107,work work work. my desk is a sea of papers and i am the dinghy being tossed about in its waves.,0.0,95
8892,twitter has been foking up for me today arg!  1 and 1/2 hours of work till the weekend! woooooo,0.0,95
26631,"btw, happy star wars day... may the fourth be with you! roflmao...yes, i know i`m a total dork.",-0.3802,95
10112,going to bed. good night everyone! i love you all (or should i say good morning?)  sweet dreams,0.9432,95
21283," omj i loved it....it was a good laugh and frankie did a great job, and you guys did too ~agnes",0.9382,95
6094,"am in the place called 0ut of now where!! take me out from here, somebody  http://myloc.me/1xri",0.0,95
1091, my friend sent u call bck messages. i dunno if you could reply but she has no credit thts all.,0.4019,95
21401," hi, i hope ray is o.k. please give him our love and hope he returns soon. hope its not too bad",0.952,95
16594, oh  il probs do wt i do every yaer watch the first one then watch the last couple of weeks lol,0.4215,95
23374," i know, they`re ****. i am trying to sort out my portfolio and i don`t know what to put in it!",0.0,95
22162," ha, if i was , i would be pointing out the irony of that last spelling mistake. with swearing.",-0.296,95
17559, im not a cookie so i wont comment  heh. who were those 2 girls who sang crush btw? wud u know?,0.1199,95
16746," oh yea, my pain went down a little bit from laughing so hard which was good and nice for once.",0.5377,95
19707,"****. have to break my 'no work in weekend' rule  so much overloaded with work. aargh, hate it!",-0.7345,95
8893," yes, and i really hoped to do one last gas price story... but i guess it wasn`t meant to be!!!",0.5679,95
725,just got an im from another co-worker who just got laid off. lots of people becoming unemployed,0.0,95
12029," i hope that happens tomorrow, then ill be there ;) (providing my dad gets better to take me  )",0.5994,95
3731,"got back from the party...suprisingly awesome, need to dance more often! overall, awesome night",0.8588,95
6758,"i need to get in a good, hard workout today after work, i feel like i`ve been slacking! no good",0.7177,95
15420," i feel your pain man, people say it`s really good but i don`t have the money to waste on a ps3",-0.5794,95
10985," thanks for the #ff shoutout -you stuck an extra e in my username tho, so the link doesn`t work",0.2263,95
12168,sigh....it`s always so sad when you watch the series finale....no more green wing left to watch,-0.6113,95
21441,greg d: you should have cried too :l you could have got through!!   i still love you greg. #bgt,0.3987,95
12178,"what? you thought i did it all for mom of the year award? nope, tad bit more selfish than that:",0.1197,95
7086, i was sad to hear they shaved too  i really liked the beards. i feel like i`m in the minority.,0.3597,95
15355,waking up at ungodly hours to go to work is starting to get old but at least the coffee is good,0.5927,95
8025, just relax like it is or translated to swedish too? just got to take a look at my next comment,0.6597,95
22815,its sad that the rats are becoming aggressive against the guinea pigs. i have to seperate them.,-0.5719,95
9781,its already hot outside...  thank goodness my car has amazing a.c!!! cyalater!!! off to work!!!,0.8877,95
8009,i`m at the anime store iat rivercenter going crazy at all the pokemon stuff. i wish i had money,0.0772,95
17016,good morning good old germany - i wanna say hello to new york.  i`m not in love. . .not really.,0.3468,95
20159,this is what i think about the world  at hannah montana set.... im missing tennessee alot today,-0.296,95
11863, 2nd breakfast !? i want more food =/ lol. tweet me what breakfast you`re having  loooooolding`,0.2447,95
23797, i could but won`t get here in time before my vegas trip  so i`ll still look like a noob there~,0.4497,95
21462," were you able to watch it online?!  i hope you were!  and yeah, belinda jensen was really good",0.835,95
